restaurant_name,rating,num_ratings,avg_cost,online_order,table_booking,cuisines,area
The Hole in the Wall Cafe,4.6,7113,600.0,0,0,"['Cafe', 'American', 'Burger']",Koramangala 4th Block
The Hot Cafe,3.2,24,300.0,0,0,['Fast Food'],JP Nagar
The House Of Paratha,3.7,58,200.0,1,0,['North Indian'],"Byresandra,Tavarekere,Madiwala"
The Hub - Ibis Hotel,3.5,29,2200.0,0,0,"['Finger Food', 'Fast Food', 'Continental']",Brigade Road
The Hub & The Bar - Hotel Ramada Encore,3.9,120,1700.0,0,0,"['North Indian', 'Continental', 'Chinese', 'European']",Old Airport Road
The Humble Pie,3.9,34,200.0,1,0,"['Desserts', 'Bakery']",HSR
The Humming Tree,4.0,2418,1400.0,1,0,"['Fast Food', 'European']",Brigade Road
The Hundred Food Journey,3.8,46,1100.0,1,1,"['Continental', 'Italian']",New BEL Road
The Hunger Room,3.9,36,400.0,1,0,"['Continental', 'Sandwich', 'Burger', 'Italian', 'Salad', 'Pizza']",Bannerghatta Road
The Hungers Zone,3.7,57,300.0,1,0,"['Fast Food', 'Italian', 'Pizza']",Koramangala 7th Block
The Hungry,3.6,20,400.0,1,0,"['Fast Food', 'Chinese']",Electronic City
The Hungry Shark Cafe,3.9,117,700.0,0,0,"['Cafe', 'Continental', 'Beverages']",Electronic City
The Hungry Yeti,4.0,146,700.0,0,0,"['Tibetan', 'Nepalese']",Whitefield
The Hyderabad Chefs,2.8,63,600.0,1,0,"['North Indian', 'Hyderabadi', 'Andhra', 'Chinese']",Whitefield
The Hyderbadi Chefs,3.4,4,400.0,1,0,"['South Indian', 'North Indian', 'Chinese']",Electronic City
The Irish House,4.2,793,1700.0,1,0,"['European', 'American']",Bellandur
The IT Crowd,2.8,20,400.0,1,0,"['North Indian', 'Burger', 'Sandwich', 'Chinese']",Brookefield
The J,4.0,133,450.0,1,0,"['Fast Food', 'Beverages']",Indiranagar
The Jade Kitchen,3.9,118,600.0,1,0,"['Chinese', 'Thai']",Jayanagar
The Juice Shop,2.8,40,200.0,0,0,"['Juices', 'North Indian']",Electronic City
The Juice Shop - Juicery And Kitchen,3.9,39,300.0,1,0,"['Beverages', 'Fast Food', 'Bakery']",Kalyan Nagar
The Juicy,3.5,13,100.0,1,0,"['Beverages', 'Juices']",Bannerghatta Road
The Jungle Terrace,3.5,13,600.0,1,0,"['Continental', 'Mexican', 'Lebanese']",Brigade Road
The Kabab Studio - Goldfinch Hotel,4.2,358,1500.0,0,1,"['North Indian', 'Chinese', 'Continental']",Malleshwaram
The Kebab House,4.2,51,250.0,1,0,"['Kebab', 'Biryani']",Sarjapur Road
The Kebab Room - Restaurant & Brewery,4.0,773,1000.0,0,1,"['Mughlai', 'North Indian']",Indiranagar
The Kick-Ass Company Pub & Diner,3.7,21,800.0,0,0,['Finger Food'],Marathahalli
The Kim Chi Chef,4.0,210,900.0,1,0,"['Chinese', 'Thai', 'Momos']",Whitefield
The Kimchi Chef,3.4,5,500.0,0,0,"['Thai', 'Chinese']",Whitefield
The Kitchen,2.8,40,800.0,1,0,"['Andhra', 'Biryani', 'Mughlai']",JP Nagar
The Kitchen Bandit,3.2,42,350.0,1,0,"['Chinese', 'North Indian', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
The Kitchen Chef,2.9,94,500.0,1,0,"['Fast Food', 'North Indian', 'Chinese']",Indiranagar
The Kitchen Story,3.2,19,300.0,1,0,"['North Indian', 'Chinese']",HSR
The Konkan - Seafood Restaurant,4.4,218,850.0,1,1,"['Seafood', 'Konkan', 'Mangalorean']",Brigade Road
The Kream Story,4.1,37,500.0,1,0,"['Desserts', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
The Krishna Grand,3.9,888,750.0,1,0,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Juices']",Banashankari
The Krishna Grand Xpress,4.0,136,350.0,1,0,"['South Indian', 'Fast Food']",Banashankari
The Lakefront Kitchen,3.7,19,600.0,0,0,"['North Indian', 'Chinese', 'Mughlai']",Sarjapur Road
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,3.2,33,600.0,0,0,"['Bakery', 'Desserts']",Malleshwaram
The Lantern Restaurant & Bar - The Ritz-Carlton...,4.3,430,3500.0,0,1,['Chinese'],Lavelle Road
The Lassi and Juice Park,3.8,28,150.0,0,0,"['Juices', 'Desserts']",Banashankari
The Lassi Bar,3.7,42,300.0,0,0,"['Beverages', 'Juices']","Byresandra,Tavarekere,Madiwala"
The Lassi Park,3.8,37,200.0,0,0,"['Juices', 'Desserts']",Frazer Town
The Leela Cake Shop - The Leela Palace,3.9,72,1200.0,0,0,"['Desserts', 'Bakery']",Indiranagar
The Lemon Grass Kitchen,3.3,5,300.0,0,0,"['Chinese', 'Thai']",Electronic City
The Light House Restaurant,4.2,53,500.0,1,0,"['North Indian', 'Chinese', 'Seafood']",New BEL Road
The Lighthouse Cafe,3.6,21,650.0,0,0,"['American', 'Italian']",Whitefield
The Litti Company,3.5,26,400.0,1,0,['Bihari'],Whitefield
The Little Chef,3.5,136,600.0,0,0,"['North Indian', 'Chinese']",HSR
The Little Kitchen,3.3,4,300.0,1,0,"['Chinese', 'North Indian']","Byresandra,Tavarekere,Madiwala"
The Lobby Brew - Conrad Bengaluru,3.8,24,2200.0,0,1,"['Cafe', 'North Indian', 'Fast Food']",Indiranagar
The Lobby Lounge - Shangri-La Hotel,3.8,56,2000.0,0,0,['Cafe'],Lavelle Road
The Lobby Lounge - The Ritz-Carlton,4.1,28,2000.0,0,0,['Beverages'],Brigade Road
The Local,4.2,1196,1400.0,1,1,"['Finger Food', 'Continental', 'Italian', 'Salad']",Kalyan Nagar
The Local - Burger Bar,3.8,152,1500.0,0,0,"['American', 'Pizza', 'Burger']",Koramangala 4th Block
The Local - Terrace Drinkery,4.0,1408,1000.0,0,0,"['Continental', 'American', 'Pizza', 'BBQ']",Koramangala 4th Block
The London Curry House - The Royale Senate Hotel,4.5,3953,1300.0,0,0,"['Pizza', 'North Indian', 'Modern Indian']",Malleshwaram
The London Shakes,2.8,40,400.0,1,0,"['Beverages', 'Fast Food']",Koramangala 4th Block
The Lounge - Eden Park Restaurants,3.7,151,1350.0,0,1,"['North Indian', 'Afghani']",Basavanagudi
The Lounge - The Chancery Pavilion,3.7,34,2000.0,0,0,"['Chinese', 'North Indian', 'South Indian']",Brigade Road
The Lovin' Oven Cakery,3.5,11,500.0,0,0,"['Bakery', 'Desserts']",Frazer Town
The Mad Teapot,4.1,287,850.0,0,1,['Cafe'],Indiranagar
The Magic Chef,3.7,28,300.0,0,0,"['North Indian', 'Chinese']",Electronic City
The Mangalorean,4.1,229,550.0,1,1,"['Konkan', 'Mangalorean', 'Seafood']",Frazer Town
The Maori - Aurick Boutique Hotel,3.5,44,1000.0,0,0,"['Chinese', 'North Indian']",Jayanagar
The Marash,4.3,62,250.0,1,0,"['Turkish', 'Desserts']","Byresandra,Tavarekere,Madiwala"
The Marina,4.4,542,1200.0,0,0,"['Seafood', 'Continental', 'North Indian', 'South Indian']",Indiranagar
The Market - The Ritz-Carlton,4.3,612,3400.0,0,1,"['North Indian', 'European', 'Thai']",Brigade Road
The Meal Story,4.1,262,700.0,1,0,"['North Indian', 'Street Food']",Sarjapur Road
The Midnight Kitchen,3.8,72,250.0,1,0,"['Continental', 'Chinese']",Koramangala 4th Block
The Milkshake Co and More,2.8,40,250.0,1,0,"['Beverages', 'Desserts', 'Fast Food']",Electronic City
The Milkshake Theory,2.8,40,400.0,1,0,"['Beverages', 'Fast Food']",Whitefield
The Mint Resto Bar,2.6,62,1000.0,0,1,"['North Indian', 'Chinese', 'Andhra']",Marathahalli
The Mirchi,3.3,22,400.0,1,0,"['Chinese', 'North Indian', 'Bengali']",Electronic City
The Modak,3.6,18,400.0,1,0,"['North Indian', 'Street Food', 'Desserts', 'Chinese']",Bellandur
The Momo Farm,3.7,25,300.0,1,0,"['Chinese', 'Tibetan']",New BEL Road
The Monalisa Restaurant,3.3,4,300.0,1,0,['Chinese'],"Byresandra,Tavarekere,Madiwala"
The Mughal's,3.7,89,400.0,1,0,"['Mughlai', 'North Indian', 'Chinese']",Brigade Road
The Munch Box,2.8,40,300.0,0,0,"['American', 'Chinese']","Byresandra,Tavarekere,Madiwala"
The Mylapore Cafe,3.7,23,150.0,0,0,['South Indian'],Koramangala 4th Block
The Nest - The Den Bengaluru,3.4,13,1500.0,0,0,"['Finger Food', 'North Indian', 'Continental']",Whitefield
The Night King,3.3,4,400.0,0,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
The Night Watch Express,3.0,53,500.0,1,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
The North and South Restaurant,3.2,15,400.0,1,0,"['North Indian', 'Chinese', 'South Indian']",Brookefield
The Nosh House,4.3,220,600.0,1,0,"['American', 'Italian', 'Bakery', 'Desserts', 'Sandwich', 'Beverages', 'Salad', 'Rolls']",Bellandur
The Ocean Kitchen,2.8,40,200.0,0,0,"['North Indian', 'Chinese', 'Seafood', 'South Indian']",Bannerghatta Road
The Old Fashioned Bar,4.5,569,1000.0,0,1,"['Finger Food', 'North Indian', 'Continental']",Koramangala 4th Block
The Only Place,4.2,2923,1000.0,1,1,"['Italian', 'American', 'Steak', 'Continental', 'BBQ', 'Salad']",Brigade Road
The Onyx - The HHI Select Bengaluru,3.3,177,950.0,0,0,"['North Indian', 'Chinese', 'Continental']",Bannerghatta Road
The Open Box,4.2,2270,1400.0,1,1,"['European', 'North Indian', 'Mediterranean', 'Asian', 'Salad']",Brigade Road
The Open Cafe,3.7,15,500.0,1,0,"['Cafe', 'Chinese', 'Continental']","Byresandra,Tavarekere,Madiwala"
The Orchard,4.0,672,900.0,1,1,['North Indian'],Malleshwaram
The Orchid,3.7,55,1400.0,0,0,"['North Indian', 'Continental']",Rajajinagar
The Oriental Spice - Ashraya Hotel,3.8,159,1300.0,1,0,"['Chinese', 'Thai', 'Indonesian']",Residency Road
The Original Bistro,4.1,71,600.0,0,0,"['Italian', 'Beverages']",Kalyan Nagar
The Pakoda Shop,3.4,12,150.0,1,0,['Street Food'],Kalyan Nagar
The Pallavas ( Authentic Taste Of Southern Cuisine ),3.7,24,400.0,1,0,['South Indian'],Brookefield
The Pallet,4.5,2745,1600.0,0,1,"['Continental', 'Mediterranean', 'Italian', 'North Indian', 'Finger Food', 'Asian', 'Momos']",Whitefield
The Pancake Story,4.6,117,300.0,1,0,"['Desserts', 'Beverages']","Byresandra,Tavarekere,Madiwala"
The Paramount Hotel,2.9,319,1000.0,1,0,"['North Indian', 'Chinese', 'Kerala', 'Mughlai', 'Arabian', 'Beverages']",Indiranagar
The Paratha Company,4.2,402,400.0,1,0,['North Indian'],Brookefield
The Paratha Stories,3.3,35,400.0,1,0,['North Indian'],Bellandur
The Paratha Studio,2.8,40,200.0,0,0,['North Indian'],Sarjapur Road
The Park East 01,3.8,53,750.0,0,0,"['North Indian', 'Chinese']",Malleshwaram
The Park Inn Restaurant,3.0,18,450.0,0,0,"['North Indian', 'Chinese']",Bannerghatta Road
The Parotta Master,2.9,43,400.0,1,0,['South Indian'],Indiranagar
The Parrot House,2.8,40,200.0,0,0,"['North Indian', 'Sandwich', 'Beverages']",Whitefield
The Pastry House,3.8,60,400.0,1,0,"['Bakery', 'Desserts']",Electronic City
The Pastry Inn,3.5,24,300.0,1,0,['Bakery'],Malleshwaram
The Pavillion,2.7,43,1000.0,0,0,"['North Indian', 'Continental', 'South Indian', 'Chinese']",Bannerghatta Road
The Perfect Stop,3.5,11,300.0,0,0,"['Italian', 'Fast Food', 'Pizza']",Lavelle Road
The Permit Room,4.5,1573,1500.0,0,0,['South Indian'],Brigade Road
The Persian Terrace - Sheraton Grand Bangalore Hotel...,4.2,563,2500.0,0,1,"['Lebanese', 'Mediterranean', 'Afghan']",Malleshwaram
The Pipe Rack,3.7,38,700.0,0,0,['Cafe'],Kammanahalli
The Pizza Bakery,4.8,1724,1200.0,1,1,"['Italian', 'Pizza', 'Beverages']",Indiranagar
The Pizzeria,2.8,45,800.0,1,0,"['Pizza', 'Italian', 'Salad']",Banashankari
The Platonic Cafe,2.8,40,500.0,1,0,"['Cafe', 'Beverages']",Electronic City
The Podium Sports Bar,3.8,24,1200.0,0,0,['Finger Food'],Brookefield
The Pump House,4.3,680,1500.0,0,0,"['Continental', 'Finger Food']",JP Nagar
The Punjabi,2.9,32,550.0,1,0,"['North Indian', 'Mughlai', 'Biryani', 'Chinese']",Bellandur
The Punjabi Bites,3.9,82,150.0,0,0,['North Indian'],Indiranagar
The Punjabi Park,3.5,31,500.0,1,0,['North Indian'],Whitefield
The Punjabi Rasoi,2.8,40,800.0,0,0,['North Indian'],Bannerghatta Road
The Purple Pan,4.1,500,600.0,1,0,"['North Indian', 'Chinese']",Malleshwaram
The Raj Pavilion - ITC Windsor,4.2,371,2400.0,0,1,"['North Indian', 'Continental', 'Asian']",Malleshwaram
The Rasaganga,3.6,409,500.0,1,0,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",Sarjapur Road
The Rasoi,3.7,33,650.0,0,0,"['North Indian', 'Chinese', 'Hyderabadi']",Malleshwaram
The Rasoiya Street,4.1,1318,800.0,1,1,"['North Indian', 'Continental', 'Mediterranean', 'Chinese']","Byresandra,Tavarekere,Madiwala"
The Red Lantern,3.7,82,800.0,1,0,"['Chinese', 'Momos']",Kammanahalli
The Red Tandoor,3.2,6,400.0,1,0,"['Chinese', 'North Indian']",Marathahalli
The Rendezvous,3.7,483,800.0,1,0,"['Continental', 'Steak', 'Chinese', 'Salad', 'Desserts', 'Seafood', 'Italian']","Byresandra,Tavarekere,Madiwala"
The Rennan's Cafe,2.9,48,250.0,1,0,"['Chinese', 'Fast Food', 'Momos']",Frazer Town
The Reservoire,4.5,2540,1300.0,0,1,"['Continental', 'North Indian', 'Chinese', 'American', 'Pizza', 'Finger Food']","Byresandra,Tavarekere,Madiwala"
The Restaurant,3.7,23,1200.0,0,0,"['Continental', 'Chinese', 'North Indian']",Brookefield
The Restaurant - Coorg,4.3,504,1100.0,0,1,['South Indian'],Indiranagar
The Retro,3.2,47,300.0,1,0,"['Chinese', 'Burger']","Byresandra,Tavarekere,Madiwala"
The Rice Bowl,4.3,500,1300.0,1,1,"['Chinese', 'Momos']",Brigade Road
The Rice Company,2.8,40,500.0,0,0,['North Indian'],Marathahalli
The Rich Crust,3.8,43,600.0,1,0,"['Cafe', 'European', 'Continental']",New BEL Road
THE RIG,4.3,1585,1500.0,0,1,"['Continental', 'Finger Food', 'Pizza']",Bellandur
The Ritz-Carlton Bar - The Ritz-Carlton,4.0,93,2000.0,0,0,['Finger Food'],Brigade Road
The Roastery,4.3,167,500.0,0,0,['Cafe'],Kalyan Nagar
The Rogue Elephant,4.3,1037,1000.0,0,1,"['Desserts', 'Asian', 'Beverages']",Basavanagudi
The Rolling Pin,4.0,74,400.0,0,0,"['Bakery', 'Desserts']",Indiranagar
The RoofTop,3.3,4,1000.0,0,0,"['North Indian', 'Asian', 'Mediterranean']",Brigade Road
The Royal Corner - Pai Viceroy,4.2,815,900.0,1,1,"['North Indian', 'Chinese']",Banashankari
The Salad Studio,4.0,107,400.0,1,0,"['Cafe', 'Healthy Food', 'Salad']",Bellandur
The Salt Grill - Hilton Bangalore Embassy Golflinks,4.1,94,3000.0,0,1,"['European', 'Mediterranean', 'Salad']",Koramangala 4th Block
The Sanctuary,3.9,61,450.0,0,0,"['Cafe', 'Fast Food']",Frazer Town
The Sandesh Factory,3.2,4,150.0,0,0,"['Mithai', 'Desserts']",Bannerghatta Road
The Sandwich Club,3.9,88,250.0,1,0,['Fast Food'],"Byresandra,Tavarekere,Madiwala"
The Second Wife,3.7,68,800.0,1,0,"['South Indian', 'Andhra', 'Biryani']",Kalyan Nagar
The Shake Factory Originals,3.3,8,200.0,0,0,"['Beverages', 'Fast Food']",Bannerghatta Road
The Shawarma Inc,3.3,94,200.0,1,0,"['Arabian', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
The Shawarma Shop,2.8,40,250.0,0,0,['Arabian'],HSR
The Sip Shop,2.8,40,200.0,1,0,"['Pizza', 'Beverages', 'Ice Cream']",Banashankari
The Sky Lounge - Tamarind Hospitality,3.7,40,1200.0,0,0,"['North Indian', 'South Indian', 'Chinese', 'Continental']",Kalyan Nagar
The Smoke Co.,4.3,516,2500.0,1,1,"['American', 'European']","Byresandra,Tavarekere,Madiwala"
The Sofraah Kebabs & Kurries - Eden Park Restaurants,3.8,176,1350.0,0,1,"['North Indian', 'Afghan']",Jayanagar
The Souk,3.7,66,800.0,1,0,"['Cafe', 'Mediterranean', 'Italian', 'Pizza', 'Continental']",Brigade Road
The South,3.7,21,200.0,0,0,['South Indian'],Whitefield
The Spice Bazaar,4.2,332,1000.0,0,1,"['North Indian', 'Mughlai']",Brigade Road
The Spice Box,3.6,30,800.0,0,0,"['North Indian', 'South Indian']",Indiranagar
The Spice Factory,3.1,29,550.0,1,0,"['North Indian', 'Mughlai', 'Chinese']",HSR
The Spice Pavillion,3.7,125,600.0,1,0,['North Indian'],Brookefield
The Spice Saga,3.7,124,750.0,1,0,"['Biryani', 'North Indian', 'Chinese', 'Seafood']",Banashankari
The Spicy Kitchen,3.1,17,300.0,1,0,"['Arabian', 'Rolls']",Old Airport Road
The Square - Novotel,4.3,760,2500.0,0,1,"['Continental', 'North Indian', 'Japanese', 'Italian']",Bellandur
The Square Table,4.2,560,1000.0,1,1,"['North Indian', 'Maharashtrian', 'South Indian']",Brookefield
The Story Wall Bistro,3.7,18,600.0,0,0,"['Italian', 'Continental']",Kalyan Nagar
The Street Kitchen,3.7,16,300.0,1,0,"['North Indian', 'Fast Food', 'Chinese', 'Beverages']",Malleshwaram
The Studio Bar,4.0,775,1400.0,0,0,"['Italian', 'American', 'North Indian']",Malleshwaram
The Studio Cafe,3.8,20,400.0,0,0,"['Cafe', 'Beverages']",Basavanagudi
The Sugar Factory - Le Meridien,3.9,628,2000.0,0,0,['Finger Food'],Lavelle Road
The Sugar Fairy,4.3,241,100.0,0,0,"['Bakery', 'Desserts']",Frazer Town
The Sugar Therapy,3.8,25,500.0,0,0,"['Desserts', 'Bakery']",Brigade Road
The Sweet Spot,4.0,157,300.0,0,0,['Desserts'],Koramangala 4th Block
The Table,3.8,42,400.0,1,0,"['Bakery', 'Desserts']",Old Airport Road
The Taj Hotel,3.5,12,350.0,0,0,"['Biryani', 'Mughlai']",Basavanagudi
The Tandoori Chai,3.9,60,400.0,1,0,"['North Indian', 'Fast Food', 'Street Food', 'Beverages']","Byresandra,Tavarekere,Madiwala"
The Tao Terraces,3.9,1937,2100.0,1,1,"['Thai', 'Japanese', 'Korean', 'Burmese', 'Chinese']",Lavelle Road
The Taste Adda,2.8,40,200.0,0,0,"['North Indian', 'Fast Food', 'Beverages']",Brigade Road
The Taste Players,3.7,51,500.0,1,0,"['North Indian', 'Chinese', 'Mughlai', 'Biryani']",Whitefield
The Teal Door Cafe,4.2,1852,800.0,1,0,"['Cafe', 'Continental']",Indiranagar
The Terminus - The Oterra,4.0,119,2500.0,0,1,"['Finger Food', 'Continental']",Electronic City
The Terrace at Gilly's Redefined,4.5,905,1400.0,0,1,"['Continental', 'Finger Food', 'Asian', 'North Indian']",Koramangala 6th Block
The Terrace at Windmills Craftworks,4.1,450,1800.0,0,0,['North Indian'],Brookefield
The Thali Company,3.3,7,600.0,0,0,"['North Indian', 'Lucknowi']",HSR
The ThickShake Factory,2.8,19,350.0,1,0,"['Beverages', 'Juices']",Brigade Road
The Three Dragons,3.3,5,400.0,0,0,['Chinese'],Electronic City
The Tiffin Express,2.6,16,250.0,0,0,['South Indian'],Koramangala 4th Block
The Tiny Taproom,2.8,40,800.0,0,0,"['South Indian', 'North Indian', 'Chinese', 'Thai']",Indiranagar
The Tower Of Pizza,2.9,16,500.0,0,0,"['Pizza', 'Italian']","Byresandra,Tavarekere,Madiwala"
The Trundle,3.7,133,700.0,1,0,"['Chinese', 'Thai', 'Continental', 'North Indian']",Banashankari
The Tucck Box,3.4,7,300.0,0,0,"['Chinese', 'South Indian']",JP Nagar
The Twenty Handmade Chocolates,3.8,30,300.0,1,0,['Desserts'],HSR
The Twisted Desi,2.8,40,1000.0,1,1,"['Continental', 'Italian', 'North Indian', 'Chinese']",Frazer Town
The Underground Gastropub,3.0,37,1000.0,0,0,['Finger Food'],"Byresandra,Tavarekere,Madiwala"
The Underpass Pub & Grub,4.0,720,1500.0,0,1,"['Finger Food', 'Continental', 'North Indian', 'Chinese']",JP Nagar
The Upper Deck - Raaj Residency,3.6,35,800.0,1,0,"['North Indian', 'Chinese']",Basavanagudi
The Urban Roof,3.6,80,800.0,1,0,"['Italian', 'Chinese', 'Continental']",Kammanahalli
The US Burger,3.0,13,150.0,0,0,['Fast Food'],Electronic City
The Vacationer's Cafe,4.1,306,600.0,1,0,"['Cafe', 'Continental', 'Mexican']","Byresandra,Tavarekere,Madiwala"
The Vape,4.0,600,800.0,1,0,"['Asian', 'Beverages']",Bellandur
The Velu's,3.6,12,200.0,0,0,"['Fast Food', 'Chinese']",Indiranagar
The Village Hotel,3.5,14,450.0,1,0,['Kerala'],"Byresandra,Tavarekere,Madiwala"
The Village Restaurant,3.0,9,200.0,0,0,"['North Indian', 'Chinese']",Whitefield
The Vintage Cafe,3.0,62,400.0,1,0,"['Cafe', 'French', 'North Indian']",Banashankari
The Waffcake Legacy,4.0,167,350.0,1,0,"['Desserts', 'Street Food', 'Sandwich', 'Beverages']",Brookefield
The Waffle Press,4.2,122,400.0,1,0,"['Desserts', 'Ice Cream']",MG Road
The Waffle Street,3.9,46,300.0,1,0,"['Continental', 'Beverages', 'Burger', 'Coffee', 'Desserts']","Byresandra,Tavarekere,Madiwala"
The Waffle Yard,4.2,149,300.0,0,0,"['Desserts', 'Fast Food']",New BEL Road
The Waffles Hut,3.6,17,400.0,1,0,['Desserts'],Malleshwaram
The Waverly Express,3.5,12,650.0,0,0,['Cafe'],Whitefield
The Whiskey Bar,3.7,43,2800.0,0,1,"['Finger Food', 'North Indian']",Brigade Road
The White Room - Coffee & Kitchen,4.0,1701,1000.0,0,1,"['Cafe', 'Continental', 'American', 'Desserts']",Brigade Road
The Whitefield Arms Pub & Microbrewery,4.2,1113,1600.0,1,1,"['British', 'Continental', 'BBQ']",Whitefield
The Wicked Cup,3.9,56,350.0,0,0,"['Cafe', 'Sandwich', 'Fast Food', 'Beverages', 'Desserts']",HSR
The Wok,2.8,89,500.0,1,0,"['Chinese', 'Momos']",Brookefield
The Wok Shop,3.4,7,500.0,1,0,"['Asian', 'Chinese', 'Momos', 'Fast Food', 'Indonesian', 'Korean']",Brigade Road
The World Cafe,3.8,31,600.0,0,0,['Cafe'],Malleshwaram
The Yellow Chilli,3.8,583,1200.0,1,1,"['North Indian', 'Mughlai', 'Biryani']",Jayanagar
The Yellow Submarine,4.4,2075,1200.0,0,1,"['Continental', 'North Indian', 'Chinese', 'Pizza', 'Thai']",JP Nagar
The Yellow Tuk-Tuk Cafe,3.6,16,500.0,0,0,"['Cafe', 'Continental', 'Beverages']","Byresandra,Tavarekere,Madiwala"
The Yogisthaan Cafe,4.1,60,600.0,1,0,"['Cafe', 'Healthy Food', 'Salad', 'Beverages']","Byresandra,Tavarekere,Madiwala"
The Yummy Box,3.8,28,200.0,1,0,"['North Indian', 'Chinese']",Marathahalli
The Yummy Tummy,3.5,13,200.0,0,0,"['North Indian', 'Street Food']",Bannerghatta Road
The Zaika Of Banaras,3.3,26,350.0,1,0,"['North Indian', 'Street Food']",Marathahalli
Theeram Restaurant,3.8,46,400.0,1,0,"['North Indian', 'Kerala']",Sarjapur Road
Thejas Bhavan,3.5,27,400.0,1,0,"['North Indian', 'South Indian', 'Chinese']",Bannerghatta Road
TheRiceBowl.In,3.4,19,200.0,1,0,"['Biryani', 'North Indian']",Bannerghatta Road
TherPUP - a Dog Cafe,4.2,1012,700.0,0,0,['Cafe'],Whitefield
Thindi Mane,3.4,6,300.0,0,0,['South Indian'],JP Nagar
Thindi Palace,3.1,61,600.0,0,0,"['North Indian', 'South Indian', 'Chinese']",Rajajinagar
Third Wave Coffee Roasters,2.8,40,800.0,0,0,"['Cafe', 'Continental', 'Desserts']",Brookefield
Third Wave Coffee Roasters @ The Bohemian House,2.8,40,800.0,0,0,"['Cafe', 'Continental', 'Desserts']",Lavelle Road
Thirsty Tiger,3.5,51,1300.0,0,1,"['Continental', 'Finger Food']",Bannerghatta Road
Thiruvithamkoor Restaurant,3.3,294,400.0,1,0,"['Kerala', 'Seafood', 'South Indian', 'Biryani']",Bellandur
This Cafe Has No Name Cafe,3.2,79,500.0,1,0,"['Cafe', 'Beverages']",Electronic City
Thom's Bakery,4.1,211,200.0,0,0,"['Bakery', 'Fast Food']",Brigade Road
Thomson's Bakery,3.5,7,300.0,0,0,['Bakery'],Frazer Town
Thottathil Restaurant,3.8,69,300.0,0,0,"['Kerala', 'South Indian', 'Biryani']","Byresandra,Tavarekere,Madiwala"
Thran,4.2,308,1300.0,0,1,['Korean'],Kalyan Nagar
Thran Bakery,3.6,8,600.0,0,0,"['Bakery', 'Desserts', 'Beverages']",Kalyan Nagar
Three Dots & A Dash,4.3,1196,1500.0,0,1,"['European', 'Continental']",Bannerghatta Road
Thrilok Restaurant,3.4,9,350.0,0,0,"['Mangalorean', 'Seafood']",Banashankari
ThrowBack - Pub & Dine,3.9,234,1000.0,0,0,"['Italian', 'North Indian', 'Continental']",Brigade Road
Thrupthi Restaurant,3.4,15,150.0,0,0,['Kerala'],Bannerghatta Road
Thunder Fried Chicken,3.6,179,350.0,1,0,"['North Indian', 'Biryani', 'Mughlai', 'Rolls']",Indiranagar
T-hut Cafe,3.6,21,300.0,1,0,"['Chinese', 'Beverages']",Kalyan Nagar
Thyme & Whisk,2.8,40,800.0,1,0,"['Asian', 'Chinese', 'Continental', 'Italian']",Basavanagudi
Tiamo - Conrad Bengaluru,4.2,139,2500.0,0,1,"['Italian', 'Mediterranean']",Indiranagar
Tibbs Frankie,2.9,17,200.0,0,0,"['Street Food', 'Rolls']",Whitefield
Tibetan Kitchen,4.3,245,600.0,1,0,"['Tibetan', 'Chinese', 'Continental', 'Momos']","Byresandra,Tavarekere,Madiwala"
Tibetan Mother's Kitchen,4.0,957,500.0,1,0,"['Tibetan', 'Chinese', 'Momos']","Byresandra,Tavarekere,Madiwala"
Tiffanys,2.9,31,1000.0,0,0,"['Continental', 'Italian', 'Chinese']",Brigade Road
Tiffin Box,2.8,40,200.0,1,0,['North Indian'],"Byresandra,Tavarekere,Madiwala"
Tiffin Inn's,3.7,24,250.0,1,0,['South Indian'],Marathahalli
Tiffin Room - Miraya Hotel & Residences,3.7,138,2000.0,0,1,"['North Indian', 'South Indian', 'Asian']",Whitefield
Tiffinwala,2.8,40,500.0,1,0,"['North Indian', 'Chinese']",Indiranagar
Tiffun,3.9,83,300.0,1,0,['North Indian'],Indiranagar
Tiger Trail - Ramada Hotel,4.0,188,1300.0,1,1,"['North Indian', 'Lucknowi']",Brigade Road
Tiger Trail - Royal Orchid Hotel,4.1,303,2000.0,0,1,['North Indian'],Indiranagar
Tijouri,4.0,70,2800.0,0,1,"['North Indian', 'Mughlai']",Brigade Road
Tikka Kebab,3.7,69,250.0,1,0,"['Kebab', 'North Indian', 'Chinese']",Electronic City
Till The Last Bite,3.4,7,300.0,0,0,"['North Indian', 'Chinese']",Electronic City
Tilt Gastro Lounge,4.1,1235,1500.0,0,1,"['Continental', 'American', 'North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Tim Cafe,3.6,39,250.0,1,0,"['Cafe', 'Sandwich', 'Beverages']",Brookefield
