restaurant_name,rating,num_ratings,avg_cost,online_order,table_booking,cuisines,area
Chef Kitchen,3.7,19,200.0,1,0,"['North Indian', 'Biryani', 'Charcoal Chicken']",New BEL Road
Chef Master,3.8,75,300.0,1,0,"['Kerala', 'North Indian', 'Chinese']",Basavanagudi
Chefactory Gold by Flechazo,3.7,353,700.0,1,0,"['North Indian', 'Biryani']",Brookefield
Chefeana,4.0,212,400.0,1,0,['North Indian'],Bannerghatta Road
Chefie,3.8,37,200.0,1,0,"['Continental', 'Fast Food', 'Italian', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Chefkraft,3.9,145,800.0,0,0,"['Continental', 'Fast Food', 'Salad']",Indiranagar
Chef's Bank,3.4,19,700.0,1,0,"['North Indian', 'Chinese']",Malleshwaram
Chef's Cap Chinese Cuisine Restaurant,3.9,30,400.0,1,0,['Chinese'],Indiranagar
Chef's Gallery,3.5,95,700.0,0,0,"['Chinese', 'Italian', 'North Indian']",Bellandur
Chellappa's,3.2,115,500.0,1,0,"['Chettinad', 'South Indian', 'North Indian']",Marathahalli
Chels Cafe,3.5,20,500.0,1,0,"['Cafe', 'Burger']",Brigade Road
Cheta's Kitchen,3.9,78,350.0,1,0,"['Kerala', 'South Indian', 'Seafood']",New BEL Road
Chettayees,3.4,147,400.0,1,0,"['Kerala', 'North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Chettinad Food House,3.1,7,300.0,0,0,"['South Indian', 'Chettinad', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Chetty's Coffee,3.5,87,150.0,0,0,['South Indian'],Kalyan Nagar
Chetty's Corner,3.4,26,150.0,1,0,"['Fast Food', 'Burger']",Malleshwaram
Chez Mariannick,4.1,395,1000.0,0,0,"['French', 'Pizza', 'Bakery']",Brookefield
Chez Nous - Novotel,3.9,125,2500.0,0,1,"['European', 'French', 'North Indian']",Bellandur
Chianti,4.4,280,1500.0,0,1,['Italian'],Church Street
Chichaba's Taj,3.8,289,600.0,1,0,"['Biryani', 'North Indian', 'Mughlai']",Kalyan Nagar
Chick Blast,3.3,6,400.0,0,0,['Fast Food'],Electronic City
Chick Inn,3.8,99,300.0,1,0,['Fast Food'],Malleshwaram
Chick Inn 24x7,3.6,86,450.0,0,0,['Fast Food'],Rajajinagar
Chicken Corner,3.2,6,450.0,0,0,"['North Indian', 'Chinese', 'Mughlai']",Lavelle Road
Chicken County,3.8,136,650.0,0,0,"['North Indian', 'Chinese']",Lavelle Road
Chicken County Grand,3.9,319,650.0,1,0,"['North Indian', 'Chinese']",Bannerghatta Road
Chicken County Restaurant,3.5,10,400.0,1,0,"['North Indian', 'Chinese', 'Fast Food']",Bannerghatta Road
Chicken Dera,3.0,25,400.0,0,0,"['Mughlai', 'Kebab', 'Biryani']",Bannerghatta Road
Chicken Hunt,3.5,88,350.0,1,0,"['South Indian', 'North Indian', 'Chinese', 'Biryani']",Banashankari
Chicken Magic,3.6,214,300.0,1,0,"['Chinese', 'North Indian']",Koramangala 5th Block
Chicken Man,3.7,48,400.0,1,0,"['Roast Chicken', 'Burger']",Bellandur
Chicken Shawarma Hub,3.1,14,250.0,0,0,"['Fast Food', 'Arabian', 'Beverages']",Bellandur
Chickpet Donne Biriyani Mane,2.7,37,150.0,1,0,"['Biryani', 'South Indian', 'Kebab']",Kalyan Nagar
Chickpet Donne Biryani House,3.7,80,600.0,1,0,"['Biryani', 'South Indian', 'Fast Food']",Brookefield
Chickz N Cheez,3.4,22,300.0,1,0,"['North Indian', 'Fast Food']",Malleshwaram
Chikeys,3.0,19,400.0,0,0,"['Burger', 'Fast Food']",Electronic City
Chikkanna Tiffin Room,4.3,84,200.0,1,0,['South Indian'],Malleshwaram
Chikpet Donne Biriyani Corner,3.2,7,400.0,1,0,"['Biryani', 'Kebab']",Malleshwaram
Chikpet Donne Biriyani House,3.3,18,400.0,1,0,"['Biryani', 'Kebab']",Brookefield
Chikpet Donne Biryani House,3.6,23,350.0,1,0,['Biryani'],Malleshwaram
Chili's American Grill & Bar,4.6,4955,1400.0,1,0,"['American', 'Tex-Mex', 'Burger', 'BBQ', 'Mexican']",Whitefield
Chill,3.8,42,800.0,0,0,"['North Indian', 'Chinese', 'Continental']",Brookefield
Chill Magic,2.8,40,200.0,0,0,"['Juices', 'Beverages']",Bannerghatta Road
Chill Out,3.4,9,150.0,0,0,"['Beverages', 'Juices']",Indiranagar
Chill Out Cafe,3.5,11,350.0,0,0,"['North Indian', 'Chinese']",Electronic City
Chillax,3.3,4,300.0,0,0,"['Fast Food', 'Beverages']",HSR
Chilld Monk,3.5,8,250.0,1,0,"['Desserts', 'Ice Cream']","Byresandra,Tavarekere,Madiwala"
Chiller's Nation - Iris Inn,2.9,27,1200.0,0,0,"['North Indian', 'Continental', 'Italian']",Marathahalli
Chilli Chicken,3.0,7,500.0,1,0,['Fast Food'],MG Road
Chilli Flakes,3.6,46,500.0,1,0,"['Fast Food', 'Italian', 'Beverages']",Banashankari
Chilli N Chicken,3.2,4,400.0,0,0,['Andhra'],Jayanagar
Chilli Park,2.8,40,300.0,1,0,"['North Indian', 'Chinese', 'Fast Food']",Electronic City
Chillies Restaurant,3.7,24,500.0,0,0,"['North Indian', 'South Indian', 'Chinese']",Rajajinagar
Chillikum,3.6,38,350.0,1,0,['North Indian'],Indiranagar
Chill-Um Cafe,4.1,151,600.0,1,1,"['Cafe', 'Chinese', 'Continental']","Byresandra,Tavarekere,Madiwala"
Chilly N Chicken,3.5,14,250.0,0,0,"['Andhra', 'Biryani']",Jayanagar
Chillz,3.5,9,100.0,0,0,"['Fast Food', 'Juices', 'Street Food']",Bannerghatta Road
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,4.3,236,2500.0,0,1,['Finger Food'],Whitefield
Chin Chin by The Biere Club,4.2,263,1500.0,1,1,['Asian'],Brookefield
Chin Lung Resto Bar,3.9,378,1000.0,0,0,"['North Indian', 'Chinese', 'Fast Food']",Brigade Road
Chin Lung Resto-Bar,4.0,307,1000.0,0,0,"['North Indian', 'Chinese', 'Fast Food']",New BEL Road
China Bistro & Lounge,4.4,79,1600.0,1,1,"['Asian', 'Chinese', 'Thai', 'Korean']",Indiranagar
China Bowl,3.9,455,1000.0,1,0,['Chinese'],"Byresandra,Tavarekere,Madiwala"
China Down Town,3.5,5,800.0,1,0,['Chinese'],"Byresandra,Tavarekere,Madiwala"
China Garden,3.6,25,300.0,1,0,"['Chinese', 'North Indian']",Electronic City
China Hut,3.8,56,500.0,0,0,['Chinese'],Church Street
China On My Plate,2.8,23,800.0,1,0,['Chinese'],Bellandur
China Pearl,4.1,155,1100.0,1,0,"['Chinese', 'Momos']",Kalyan Nagar
China South,3.4,4,600.0,0,0,"['Chinese', 'Tibetan']",Lavelle Road
China Tang,3.7,41,600.0,1,0,['Chinese'],Bannerghatta Road
China Town 07,2.8,40,300.0,1,0,"['Chinese', 'Momos']",Bannerghatta Road
Chination,3.5,4,600.0,1,0,['Chinese'],"Byresandra,Tavarekere,Madiwala"
Chinese Chaska,3.1,125,550.0,1,0,"['Chinese', 'North Indian', 'Biryani']",Brookefield
Chinese Corner,2.8,34,200.0,0,0,['Chinese'],Basavanagudi
Chinese Corner and Bengali Mess,3.5,28,300.0,1,0,"['Chinese', 'Bengali']",New BEL Road
Chinese Fire Dragon,3.4,25,550.0,0,0,"['Chinese', 'North Indian', 'Momos']",Old Airport Road
Chinese Food Point,2.8,40,300.0,1,0,"['Chinese', 'Fast Food']",Whitefield
Chinese House,2.8,19,300.0,1,0,"['Chinese', 'Thai', 'Momos']",Basavanagudi
Chinese Kitchen,3.8,58,150.0,1,0,['Chinese'],Banashankari
Chinese Square,3.9,38,200.0,1,0,['Chinese'],Banashankari
Chinese Street,3.1,134,650.0,1,0,['Chinese'],Whitefield
Chinita Real Mexican Food,4.4,2658,1200.0,0,0,['Mexican'],Indiranagar
Chinmayee's,3.1,83,700.0,0,0,"['North Indian', 'Chinese']",Electronic City
Chinnu's Mane Biryani,3.5,10,300.0,1,0,['Biryani'],Kalyan Nagar
Chintu Chit Chat Centre,3.5,22,100.0,0,0,['Street Food'],Kammanahalli
Chit Chat Cafe,2.8,40,150.0,0,0,"['Beverages', 'Fast Food']",Old Airport Road
Chitu's Kitchen,3.5,10,450.0,0,0,"['North Indian', 'Chinese']",Indiranagar
Chivi's Meilleurs Boulangers,3.4,12,300.0,1,0,"['South Indian', 'Bakery', 'Fast Food']",Electronic City
Choco Allure,3.4,5,300.0,0,0,['Desserts'],Indiranagar
Choco Cheese,2.8,40,300.0,1,0,['Desserts'],Koramangala 5th Block
Choco Nut Cafe,3.2,19,150.0,1,0,['Desserts'],Electronic City
Chocoberry,3.5,56,400.0,1,0,"['Ice Cream', 'Desserts', 'Beverages']",Banashankari
Chocolat Boulangerie Patisserie,4.1,445,400.0,0,0,"['Bakery', 'Continental', 'Sandwich', 'Beverages', 'Desserts']",Koramangala 4th Block
Chocolate D'Luxe,4.1,183,550.0,1,0,['Desserts'],Brigade Road
Chocolate Junction,3.8,29,200.0,0,0,['Desserts'],Brigade Road
Choconut Cafe,3.4,6,250.0,0,0,"['Fast Food', 'Beverages']",Electronic City
Chocs Cafe,3.6,23,400.0,1,0,"['Fast Food', 'Desserts', 'Beverages']",Frazer Town
Choi Choi Momos,3.8,29,300.0,0,0,"['Chinese', 'Fast Food', 'Momos']",Brigade Road
Choice of Food,2.8,40,250.0,1,0,"['North Indian', 'Desserts']",Whitefield
Chokha Chowka,3.8,358,400.0,1,0,"['North Indian', 'Chinese']",Jayanagar
Chokha Zaika,2.8,40,300.0,0,0,['North Indian'],Electronic City
Choo Zi,2.8,40,300.0,0,0,['Chinese'],"Byresandra,Tavarekere,Madiwala"
ChopServe,3.5,5,300.0,0,0,['Chinese'],HSR
Chopstick Kitchen,3.4,71,600.0,1,0,"['Chinese', 'Momos']",Marathahalli
Chopstick World,4.0,178,750.0,0,0,"['Chinese', 'North Indian']",Rajajinagar
Chord Road Resto-Bar,3.2,97,1000.0,0,0,"['North Indian', 'South Indian', 'Chinese']",Rajajinagar
Chorum Curryum,2.8,40,250.0,0,0,"['Chinese', 'Kerala', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Chote Miya,3.6,16,500.0,0,0,"['Mughlai', 'Biryani', 'Rolls']",Frazer Town
Chow San,3.0,122,500.0,1,0,"['Chinese', 'Thai', 'Momos']",Bannerghatta Road
Chowk Tea Stall,3.4,8,100.0,0,0,"['Street Food', 'Tea']","Byresandra,Tavarekere,Madiwala"
Chowmein,3.8,284,800.0,1,0,"['Chinese', 'North Indian', 'Momos', 'Biryani']",Malleshwaram
Chowpatty,3.6,95,300.0,1,0,"['North Indian', 'Fast Food', 'Street Food']","Byresandra,Tavarekere,Madiwala"
Chriz Cafe,3.5,11,400.0,1,0,"['South Indian', 'Biryani']",Bellandur
Chubalas Curry And Rice,4.0,209,550.0,1,0,"['Naga', 'Goan', 'Seafood', 'Chinese']",Frazer Town
Chugg,3.9,746,1500.0,0,1,"['Finger Food', 'Continental', 'Asian', 'North Indian']",Church Street
Chulha Chauki Da Dhaba,4.1,295,1000.0,1,0,['North Indian'],Brookefield
Chullah Bhatti,4.0,557,900.0,1,1,"['North Indian', 'Chinese']",Bellandur
Chullah Chandigarh,4.2,308,800.0,0,0,['North Indian'],Bellandur
Chumma Delicious,3.7,237,200.0,1,0,"['South Indian', 'Fast Food']",Banashankari
Chung Shan Chinese Restaurant,3.7,32,500.0,0,0,"['Chinese', 'Momos']",Church Street
Chung Wah,2.5,73,800.0,0,0,"['Chinese', 'Momos']",Whitefield
Chung Wah Express,2.8,94,600.0,1,0,"['Chinese', 'Thai', 'Momos', 'Vietnamese']",Brigade Road
Chung Wah Opus,3.0,57,650.0,1,0,"['Chinese', 'Thai']",Bannerghatta Road
Chung's Chinese Corner,2.7,283,700.0,1,0,['Chinese'],Church Street
Chungs Pavilion,3.9,247,650.0,1,0,['Chinese'],Indiranagar
Church Street Social,4.3,7544,1500.0,1,0,"['American', 'North Indian', 'Chinese', 'Finger Food', 'Momos']",Brigade Road
Churchill's,4.1,1403,1100.0,1,1,"['North Indian', 'Continental']",Bannerghatta Road
Churn,4.2,58,250.0,1,0,"['Desserts', 'Ice Cream']",Malleshwaram
Churrascaria Brazil,4.1,111,1400.0,0,0,['European'],Kalyan Nagar
Chutney Chang,4.1,2339,1500.0,1,1,"['North Indian', 'Chinese', 'BBQ']",Banashankari
Ciclo Cafe,4.3,1269,1000.0,1,0,"['Cafe', 'Italian', 'American']",Indiranagar
Ciclo Life,2.8,40,400.0,0,0,"['Salad', 'Beverages', 'Juices']",Old Airport Road
Cilantro,4.0,280,1500.0,1,1,"['European', 'American', 'Continental', 'North Indian', 'Steak']","Byresandra,Tavarekere,Madiwala"
Cinnamon,3.7,28,1000.0,0,0,"['North Indian', 'Asian', 'Continental']",Lavelle Road
Cinnamon - Grills and Gourmet,3.6,10,400.0,0,0,"['Chinese', 'South Indian']",New BEL Road
"Cinnamon - Renaissance Hotel, Bengaluru",4.3,236,500.0,0,0,['Desserts'],Malleshwaram
Cinnamon's Kitchen,3.7,25,300.0,1,0,"['North Indian', 'South Indian', 'Fast Food']",Indiranagar
Cirkus,4.3,331,1400.0,0,1,"['North Indian', 'Continental', 'Fast Food', 'Beverages', 'Pizza']",HSR
Cita Pani,3.8,55,350.0,1,1,"['Biryani', 'North Indian', 'Arabian']",Old Airport Road
Citrus - The Leela Palace,4.2,589,3500.0,0,1,"['North Indian', 'Italian', 'Asian', 'Continental', 'Mediterranean']",Indiranagar
Citrus Cafe - Lemon Tree Hotel,3.8,118,1900.0,0,0,"['North Indian', 'Continental', 'South Indian', 'Asian']",Brookefield
Citrus Cafe - Lemon Tree Premier,3.9,183,2200.0,0,0,"['North Indian', 'Continental', 'South Indian']",Brigade Road
City Cafe,3.3,4,200.0,1,0,"['Beverages', 'Juices', 'Fast Food', 'Rolls']",Jayanagar
City Durbar,3.7,71,450.0,1,0,"['North Indian', 'Chinese', 'Biryani']",Basavanagudi
CK's Bakery,2.8,40,200.0,1,0,"['Bakery', 'Fast Food']",Indiranagar
Classic Biryani Hut,3.4,10,300.0,1,0,"['Biryani', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
Classic Lassi Shop,3.4,43,150.0,1,0,"['Beverages', 'Ice Cream']",Lavelle Road
Classic Shop,3.3,6,150.0,1,0,"['Juices', 'Beverages']",Brigade Road
Clean Bowled,3.3,4,300.0,1,0,"['Healthy Food', 'Salad']",Koramangala 6th Block
Clean Eats,2.8,40,300.0,0,0,['Healthy Food'],Electronic City
Clean Slate Cafe,4.1,272,600.0,1,0,"['Cafe', 'Continental', 'Italian']",Malleshwaram
Cloud Foods,2.8,40,600.0,0,0,"['BBQ', 'Biryani', 'Charcoal Chicken', 'Chinese', 'North Indian', 'Kerala', 'Seafood', 'Street Food']",Brigade Road
CloudNYN - Sterling Mac Hotel,4.0,417,1000.0,0,0,['Finger Food'],Old Airport Road
Clove Rooftop,3.8,234,1000.0,0,1,"['Konkan', 'Seafood']",Jayanagar
Cluxi,3.6,15,300.0,0,0,['Fast Food'],Kalyan Nagar
Coal Grill & Cafe,3.3,8,300.0,0,0,['Arabian'],"Byresandra,Tavarekere,Madiwala"
Coast,3.2,68,750.0,1,0,"['Seafood', 'Mangalorean', 'North Indian', 'Biryani']",Old Airport Road
Coastal Biryani Paradise,3.9,140,500.0,1,0,"['North Indian', 'Chinese', 'Biryani']",Malleshwaram
Coastal Creek,3.3,13,600.0,0,0,"['North Indian', 'Continental', 'South Indian']",Church Street
Coastal Curry,3.5,15,350.0,1,0,"['North Indian', 'Andhra', 'Chinese', 'Seafood']",Rajajinagar
Coastal Delight,4.1,198,650.0,1,0,"['Seafood', 'South Indian', 'North Indian', 'Mangalorean', 'Chinese']",Brigade Road
Coastal Express,3.4,35,300.0,1,0,['South Indian'],Malleshwaram
Coastal Fish Land,2.8,40,500.0,1,0,['Mangalorean'],Bellandur
Coastal Hub,4.0,364,700.0,1,1,"['Kerala', 'Seafood', 'Chinese']",Brookefield
Coastal Inn,3.4,66,800.0,0,0,"['Chinese', 'North Indian', 'Seafood']",Bannerghatta Road
Coastal Mama,4.1,466,700.0,0,1,"['Konkan', 'Mangalorean', 'North Indian', 'Seafood']",Bannerghatta Road
Coastal Paradise Family Restaurant,2.8,40,450.0,0,0,"['North Indian', 'Chinese', 'Seafood']",Koramangala 7th Block
Coastal Spice,3.7,56,900.0,1,1,"['Seafood', 'North Indian', 'Chinese', 'Continental', 'Mangalorean']",Malleshwaram
Cobaja,4.2,82,700.0,1,1,"['Seafood', 'South Indian', 'Bar Food', 'Mangalorean', 'Konkan']",Residency Road
Cochin Connection,3.6,41,500.0,1,0,"['Kerala', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Coco Barista,2.8,40,400.0,0,0,"['Cafe', 'Beverages']","Byresandra,Tavarekere,Madiwala"
Coco Grove Beer Cafe,3.8,150,800.0,0,0,['Continental'],Brigade Road
Cocoa Bakes,3.6,14,350.0,1,0,"['Bakery', 'Desserts']",Banashankari
Cocoa 'n' Crﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｨme,3.5,11,250.0,0,0,"['Bakery', 'Desserts']",Bannerghatta Road
CocoFresh,3.3,4,300.0,0,0,['Beverages'],Brookefield
Coconadu,3.6,36,400.0,0,0,"['Kerala', 'Konkan']",Koramangala 4th Block
Coconut Grove,3.3,97,1100.0,0,0,"['South Indian', 'Chettinad', 'Kerala', 'Seafood']",Jayanagar
Coffee Bike,3.7,15,250.0,0,0,"['Fast Food', 'Beverages']",Bellandur
Coffee Bytes,3.1,6,100.0,0,0,"['Fast Food', 'South Indian']",Banashankari
Coffee House,3.3,6,150.0,0,0,['South Indian'],Lavelle Road
Coffee Mechanics,4.3,191,700.0,1,0,"['Cafe', 'Bakery', 'French', 'Jewish', 'Sandwich', 'Vegan', 'Coffee']",Kalyan Nagar
Coffee Mug Cafe,3.7,23,400.0,0,0,"['Cafe', 'Chinese', 'North Indian', 'Fast Food']",Marathahalli
Coffee Tea & More,4.0,63,150.0,1,0,"['Beverages', 'Sandwich']","Byresandra,Tavarekere,Madiwala"
Coffee Thindi,3.5,15,150.0,0,0,['South Indian'],Kalyan Nagar
Coffee Tindi,3.8,75,200.0,1,0,"['Cafe', 'South Indian']",Banashankari
Coffee@Arens,3.8,77,550.0,1,0,"['Cafe', 'Fast Food']",Kalyan Nagar
Cold Fusion,2.8,40,300.0,1,0,"['Ice Cream', 'Beverages', 'Desserts']",Brookefield
Cold Smith Ice Creams,3.9,41,450.0,1,0,"['Ice Cream', 'Desserts']",Bellandur
Cold Station,3.8,18,250.0,1,0,"['Fast Food', 'Desserts']",Malleshwaram
Cold Stone Creamery,3.9,99,400.0,1,0,"['Ice Cream', 'Desserts']",Bannerghatta Road
Combo Biriyani,2.9,6,400.0,1,0,['Biryani'],Brookefield
Combo Box,3.0,15,500.0,0,0,"['North Indian', 'Biryani', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Combo King Paramount,3.1,12,500.0,0,0,"['Chinese', 'Kerala']","Byresandra,Tavarekere,Madiwala"
Combo Studio,3.1,16,500.0,1,0,"['North Indian', 'Biryani', 'Chinese']",Bannerghatta Road
Communiti,4.6,3998,1500.0,0,0,"['Continental', 'BBQ', 'Salad']",Lavelle Road
Container Coffee,3.3,6,200.0,1,0,['South Indian'],Lavelle Road
Cookie Man,3.2,5,150.0,1,0,['Bakery'],Brookefield
Cooking Mom,2.9,182,800.0,1,0,"['North Indian', 'Andhra']",Bellandur
Cool Break,3.4,11,150.0,0,0,"['Desserts', 'Fast Food']",Electronic City
Cool Corner,4.2,191,250.0,1,0,"['Street Food', 'Fast Food']",Banashankari
Cool Corner Arun Ice Cream,3.5,8,200.0,0,0,"['Desserts', 'Ice Cream']",Church Street
Cool Joint,4.2,820,250.0,0,0,"['Beverages', 'Desserts']",Basavanagudi
Cool Lassi Burger,3.1,7,200.0,0,0,"['Beverages', 'Fast Food', 'Burger']","Byresandra,Tavarekere,Madiwala"
Cool Point,3.2,7,100.0,0,0,"['Juices', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
Coorg Diaries,3.5,129,400.0,1,0,['South Indian'],Marathahalli
Coorg Lunch Home,3.6,57,300.0,1,0,['South Indian'],Kalyan Nagar
Copacabana Pub,2.8,40,1500.0,0,0,"['Mexican', 'North Indian', 'Continental']",Brigade Road
Copper Chimney,4.1,40,1200.0,1,1,"['North Indian', 'Biryani']",Whitefield
Corner House Ice Cream,4.1,219,400.0,0,0,"['Ice Cream', 'Desserts']",Frazer Town
Corner Huts,3.8,30,300.0,1,0,"['North Indian', 'Chinese', 'Biryani', 'South Indian']",Bellandur
Corner Stone,3.6,42,300.0,0,0,"['Beverages', 'Juices', 'Desserts', 'Italian']",Banashankari
Corprate Biriyani Adda,3.0,5,500.0,0,0,"['North Indian', 'Chinese']",Brookefield
Costa Biryanis,3.3,10,300.0,1,0,"['Andhra', 'Biryani', 'North Indian', 'South Indian']",Bellandur
Costa Coffee,3.0,6,500.0,0,0,['Cafe'],Sarjapur Road
Costal Kadai,2.8,40,300.0,0,0,['South Indian'],Jayanagar
Cottage Loaf,4.0,50,250.0,1,0,"['Bakery', 'Fast Food']",Kalyan Nagar
Countryside - The Taste of Chettinad,3.9,293,900.0,1,1,"['Seafood', 'Biryani', 'South Indian', 'Chettinad']",Kalyan Nagar
Covai Cafe,3.6,17,200.0,0,0,['South Indian'],Brookefield
Crack That,3.3,6,500.0,0,0,['Continental'],Bellandur
Crafted Plate,4.2,237,600.0,1,1,"['Cafe', 'Asian', 'Burger', 'Continental', 'Italian', 'Salad']",Bannerghatta Road
Cranganore House,3.4,11,400.0,0,0,['Seafood'],Sarjapur Road
Crave Bit Cafe,2.8,40,600.0,0,0,['Cafe'],Bannerghatta Road
Crave Bite,3.6,19,400.0,0,0,"['Chinese', 'Italian', 'Fast Food', 'Momos']","Byresandra,Tavarekere,Madiwala"
CraveBelly Veg & Non veg,2.8,40,150.0,0,0,"['Fast Food', 'South Indian']",Indiranagar
Cravings,3.7,139,400.0,1,0,"['North Indian', 'Chinese', 'Rolls']",Bannerghatta Road
Cravingz,3.7,17,400.0,1,0,"['Fast Food', 'Beverages']",Whitefield
Cravisthan,2.8,40,500.0,1,0,"['South Indian', 'North Indian']",Brigade Road
Cravy Wings,4.2,289,400.0,1,0,"['American', 'Burger', 'Fast Food']",Bannerghatta Road
Crawl Street,4.2,2589,1200.0,1,1,"['Continental', 'Finger Food', 'North Indian', 'Chinese']",Koramangala 7th Block
Crazy Crush - Juices & Desserts Cafe,3.4,9,300.0,1,0,"['Beverages', 'Ice Cream', 'Fast Food']",Brookefield
Crazy Pizza,3.4,5,400.0,0,0,"['Pizza', 'Fast Food']",Rajajinagar
Cream & Fudge,3.1,6,250.0,1,0,"['Ice Cream', 'Desserts']",Kalyan Nagar
Cream and Bakes,3.3,7,100.0,0,0,['Desserts'],Rajajinagar
Cream and Fudge,3.1,9,250.0,1,0,"['Ice Cream', 'Desserts']",Brookefield
Cream Chemistry,3.9,75,500.0,1,0,"['Ice Cream', 'Desserts']",HSR
Cream Factory,3.4,17,400.0,0,0,['Desserts'],Malleshwaram
Cream House,3.0,28,300.0,0,0,['Desserts'],Malleshwaram
Cream N Desserts,3.7,49,400.0,0,0,"['Desserts', 'Beverages']","Byresandra,Tavarekere,Madiwala"
Cream Stone,4.0,78,500.0,1,0,"['Desserts', 'Beverages']",Brigade Road
Creamvilla,3.9,66,600.0,1,0,"['Cafe', 'Desserts', 'Ice Cream']",Sarjapur Road
Creamy Zone,3.2,4,100.0,0,0,"['Ice Cream', 'Juices']",Brookefield
Creamyum,4.0,95,300.0,0,0,"['Bakery', 'Desserts']",Kalyan Nagar
Create Cafe,3.4,9,300.0,1,0,['Italian'],Malleshwaram
Creme & Cheese,3.8,18,850.0,0,0,['Desserts'],Koramangala 4th Block
Creme Bliss,3.9,42,350.0,1,0,"['Bakery', 'Desserts']",Kalyan Nagar
Crepe Nation,3.8,12,300.0,1,0,"['Fast Food', 'Desserts']",Bannerghatta Road
Crescent Avenue - Hotel Bangalore International,3.6,41,1400.0,1,0,"['North Indian', 'Continental', 'Chinese', 'Asian', 'Thai']",Brigade Road
Crisp Cafe,4.0,97,1100.0,0,0,"['Salad', 'Cafe', 'Continental', 'Steak', 'Italian', 'Burger', 'Desserts', 'Pizza']",Indiranagar
Crispy Crust Pizza,3.1,45,450.0,1,0,['Pizza'],Indiranagar
Crispy Fried Chicken,3.3,11,150.0,1,0,"['Burger', 'Fast Food']",Indiranagar
Croons,3.8,26,350.0,0,0,['Desserts'],Brigade Road
Cross Road Cafe,3.9,91,300.0,1,0,"['Cafe', 'Fast Food', 'Chinese']",Banashankari
Cross Roads Cafe,3.0,59,500.0,0,0,"['Cafe', 'Italian', 'Tex-Mex', 'Fast Food', 'Burger']",Old Airport Road
Cross Roads Inn,2.8,40,800.0,0,0,"['North Indian', 'South Indian', 'Beverages']",Marathahalli
Crown Gold,3.9,49,400.0,1,0,"['South Indian', 'Chinese', 'Seafood']",Koramangala 4th Block
Crown Resto,2.8,40,450.0,0,0,"['Fast Food', 'Chinese', 'North Indian', 'Biryani']",Koramangala 4th Block
Crumb Together,4.1,583,1200.0,1,1,"['Continental', 'Finger Food', 'North Indian', 'Chinese']",Bannerghatta Road
Crumbz Crunches,3.1,44,450.0,1,0,"['North Indian', 'Chinese']",Electronic City
Crunch and Munch,3.7,23,300.0,1,0,"['Chinese', 'Street Food', 'Ice Cream']",Banashankari
Crunch Pizzas,2.6,54,600.0,1,0,"['Italian', 'Pizza']","Byresandra,Tavarekere,Madiwala"
Crunch Pizzas - Express Delivery,3.0,235,500.0,1,0,['Pizza'],Indiranagar
Crunchees Cafeteria,3.4,11,400.0,0,0,['Fast Food'],Kalyan Nagar
Crunchie Corner,4.0,44,450.0,1,0,"['Fast Food', 'Continental', 'Desserts']",Brookefield
Crunchy Nights,3.6,27,350.0,1,0,"['North Indian', 'Chinese', 'Continental']","Byresandra,Tavarekere,Madiwala"
CTR,4.7,4408,150.0,1,0,['South Indian'],Malleshwaram
Cubbon Pavilion - ITC Gardenia,4.3,678,2500.0,0,1,"['European', 'Continental', 'Chinese', 'Thai']",Brigade Road
Cubbonpete Donne Biryani,3.9,92,300.0,1,0,"['South Indian', 'Biryani']",New BEL Road
Cucumber Town,4.2,306,600.0,1,0,"['Kerala', 'North Indian']",Bannerghatta Road
Cultch Resto Cafe,3.7,46,600.0,0,0,['Cafe'],Brookefield
Cup Chronicles Cafe,3.9,48,450.0,1,1,"['Cafe', 'Continental', 'Tea', 'Beverages', 'Desserts']",Indiranagar
Cup Shup,2.8,185,500.0,0,0,"['Cafe', 'Continental', 'Fast Food']",Old Airport Road
Cupcake Bliss,3.2,6,250.0,1,0,['Bakery'],Brookefield
Cupcake Couture,3.8,40,300.0,0,0,['Desserts'],Whitefield
Cupcake Noggins,3.9,177,300.0,0,0,"['Desserts', 'Bakery']",Bellandur
Cupp,2.8,40,550.0,0,0,"['Cafe', 'Fast Food']","Byresandra,Tavarekere,Madiwala"
Cuppa,3.0,119,700.0,1,0,"['Cafe', 'Fast Food', 'Continental']",Electronic City
Cuppa Joy,2.8,40,500.0,0,0,"['Cafe', 'Continental']",Kalyan Nagar
Curries & Chillies,3.0,20,300.0,0,0,"['Biryani', 'Andhra']",Kammanahalli
Curries & Pickles,3.4,35,400.0,1,0,"['Andhra', 'Biryani', 'Chinese']",Electronic City
Curries And Pickles,2.8,28,400.0,0,0,"['Andhra', 'North Indian', 'Biryani']",Whitefield
Curries 'N' Phulkas,3.4,6,250.0,1,0,['North Indian'],Electronic City
